RK,YEAR,PLAYER,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,REB,PTS
265,Sr,Elijah McCadden,Memphis,Amer,60.5,1.6,1.5,108.5,16.1,56.9,58.5,7.3,11.7,9.9,20.1,1.6,1,4.1,7.6
266,So,Tyler Patterson,Montana St.,BSky,60.2,-0.1,0,102.6,10.2,51.7,52.2,0.5,5.8,3.7,10.6,0.9,1.2,1.2,5.1
267,Fr,Jordan Walsh,Arkansas,SEC,60.2,1.4,3,105.6,15.8,49.2,52.5,5.8,13.8,7.1,14.9,2.2,2.4,4.1,7.2
268,Jr,Shakeel Moore,Mississippi St.,SEC,60.1,1.3,3.9,95.4,22.1,46.8,49.3,2.4,10.8,18.8,20.5,1.5,4,3,9.6
269,So,Jalen DeLoach,VCU,A10,59.8,2,3.5,105.9,22.8,56.7,57.6,13.5,20.7,9.3,19.5,6.3,2.6,7,10
270,Fr,Noah Clowney,Alabama,SEC,59.6,2.6,7.4,113.4,18.1,55.6,57.8,8.9,20.9,5.8,15.4,3.8,1.2,7.9,10.2
271,Jr,Mike Miles Jr.,TCU,B12,59.4,3.6,4.7,106.9,25.5,55.5,59.7,0.9,9.2,16.3,19.4,0.7,2.2,2.8,17.3
272,Sr,Demond Robinson,Kennesaw St.,ASun,59.2,2.3,2.4,111.8,23.9,54.1,56.5,11.4,17.6,7.7,12,4.8,2,5.8,11.1
273,Sr,Keegan Records,Colgate,Pat,59,3.7,6.3,130.6,23.4,68.6,68.3,12.6,18.5,11.7,11,5.8,1.4,6,13
274,So,Johnell Davis,Florida Atlantic,CUSA,59,3.1,7.5,115.3,24.6,56.3,60.9,5.1,17.6,10.9,16.2,0.6,3.3,5.2,13.5
275,So,Jamir Watkins,VCU,A10,59,1.4,4,99,23.4,48.1,52.4,5.6,21.5,12.5,18.9,3.2,2.9,5.4,9.6
276,Sr,Jared Bynum,Providence,BE,58.9,2.5,1.8,110,21,46.3,51.2,1.5,8.8,28.2,17,0.5,1.8,2.5,10
277,So,Brooks Barnhizer,Northwestern,B10,58.9,1.9,3.8,109.5,17.7,49,54,5.7,18.7,9.7,12.8,2.3,1.9,4.9,7.7
278,Fr,Jayden Epps,Illinois,B10,58.5,1.6,0.2,103,19.8,48.9,51.3,1.1,7.2,11.6,15,0.8,1.4,1.9,9.7
279,Jr,Nick McMullen,UNC Asheville,BSth,58.4,0.6,-3.2,98.2,19.5,55.6,54.6,8.7,18.9,5.6,19.7,2,1.1,5.6,8
280,So,Alijah Martin,Florida Atlantic,CUSA,58.4,3,6.8,114.7,24.3,54.3,57.5,7.2,15.5,11.4,14,1,2.3,5.4,13.1
281,Sr,Dalton Bolon,College of Charlesto,CAA,58.4,2.2,3,112.9,23.6,49,53.1,4.9,15.1,11.2,11.7,0.1,1.9,4.2,12.4
282,Sr,Terence Lewis II,Louisiana Lafayette,SB,58,3.7,6.7,132.2,20.2,60.5,64.3,13.4,23.9,8.3,9.9,0.9,2.2,7.5,11
283,So,Wooga Poplar,Miami FL,ACC,58,1.9,2.8,113.8,16.9,55.8,58.8,2.2,14.4,10.9,16.6,1.2,2.8,3.3,8.3
284,Jr,Sean East II,Missouri,SEC,57.8,1.5,0.1,104.3,18.6,48.7,53.3,2.2,8.2,19.2,19.6,0.2,3.3,2,7.3
285,So,Jaden Akins,Michigan St.,B10,57.7,1.7,4.4,101,19.6,51.3,53,3.1,13.6,8.8,15.2,1.3,2.6,3.9,9.6
286,Sr,Cedric Henderson Jr.,Arizona,P12,57.5,1.9,3.5,109.2,16.9,55.1,57.8,5.9,10.4,8,17.8,2,1.8,3.5,8.3
287,Sr,Joirdon Karl Nicholas,Texas Southern,SWAC,57.3,0.8,-1.2,94.2,21.6,51.9,51.2,9.3,26,11.7,20.8,3.5,1.4,8.9,10.7
288,Sr,DJ Burns,North Carolina St.,ACC,57.2,2.7,4,108.6,28,56.7,57.5,8.6,15.2,14.1,17.3,4.1,1.7,4.8,12.8
289,So,Stevie Mitchell,Marquette,BE,57.2,1.5,3.3,110.5,15.1,51.8,54.9,3.7,10,7.6,11.6,0.6,4.2,2.6,7
290,Sr,Aaron Deloney,Vermont,AE,57,2.4,2.8,112.9,25.2,55.4,58.2,1.6,10.9,16.3,9.5,0,1.4,2.3,11.7
291,Fr,Nicholas Boyd,Florida Atlantic,CUSA,56.8,2.3,5.3,118.8,18.3,57,58.1,3.8,15.2,17.5,14.3,0.1,2.1,4.1,9
292,Sr,Kam Gibson,Vermont,AE,56.7,1.3,-0.3,113.9,14.7,56,57.8,1,7.4,5.6,5.7,0.5,1.3,1.6,7.3
293,Sr,DeAndre Gholston,Missouri,SEC,56.6,1.9,-1.1,101.6,24.8,48.6,53.7,1.7,10.4,14.4,16.8,0.5,1.8,2.3,10.7
294,Jr,Kasen Jennings,Kennesaw St.,ASun,56.5,0.7,-0.6,106.4,13.6,53.1,56.4,1,7.6,12.1,18.6,1.4,1.8,1.7,6.2
295,Sr,Israel Barnes,Southeast Missouri S,OVC,56.1,0.9,-2.1,103.6,18.3,49.8,50.2,4.8,8.2,9.6,9,1.1,1.4,3.1,10.3
296,Sr,Nike Sibande,Pittsburgh,ACC,56,1.7,2.4,110.9,18.6,52,55.7,2.9,16.7,10.5,13.7,1.2,1.4,3.9,8.5
297,Jr,Jalen Gaffney,Florida Atlantic,CUSA,56,0.5,0,102.6,13.5,41.1,45.2,1.1,10.9,17.6,17.4,0,1.3,2.5,4.8
298,Sr,Ben Vander Plas,Virginia,ACC,55.9,1.3,3.1,103.5,18,50,50.4,4.8,18.7,11.6,9.9,2,2.1,4.6,7.4
299,So,Aquan Smart,Southeast Missouri S,OVC,55.5,-0.4,-4.2,85.3,20.1,41.5,47.9,2.1,12.7,15.1,25.6,1.6,3.3,3.1,7.5
300,Sr,Keshad Johnson,San Diego St.,MWC,55.4,2,4.9,113.2,17.3,56.1,57.6,7.6,19.7,5.5,13.1,2.4,1.3,5.1,7.7
301,Sr,Ross Williams,Texas A&M Corpus Chr,Slnd,55.4,1.4,0.3,113.5,18,54.1,56.4,1.4,8.9,8.2,11.6,0,2,2.1,9.7
302,So,Reese Dixon-Waters,USC,P12,55.2,1.5,0.2,96.7,21.5,49.1,53.4,3.7,10,8.6,20.6,1.8,1.7,3.2,9.8
303,Jr,PJ Henry,Texas Southern,SWAC,54.6,1.3,-1,93.1,27,42.9,47.2,2.2,5.9,16.1,16.4,0,2.8,1.9,12.8
304,So,Dylan Branson,Southeast Missouri S,OVC,54.6,0.4,-2,103.2,15.4,53.6,56.8,4.3,16.5,13.4,22.1,0.7,2.1,4.5,6.8
305,Fr,Julian Phillips,Tennessee,SEC,54.6,2.5,5.1,112.8,19.7,44.8,54.6,8.8,14.2,11.5,16.1,3.1,1.5,5,9
306,So,Jalen Sullinger,Kent St.,MAC,54.5,1.7,1.3,119.5,15.6,58.7,60.6,0.5,6.8,5.9,11.1,0.5,1.4,1.4,8.6
307,Jr,Ahron Ulis,Iowa,B10,54.4,0.9,-1.1,100.5,15.9,46.3,49.1,0.9,7.5,15.7,17.4,0.6,1.4,1.6,6.2
308,Sr,Tyreke Key,Tennessee,SEC,54.3,1.6,2.2,105.1,18.8,45.3,50.2,3.5,8.7,11.2,14.8,0.2,1.7,2.6,8.4
309,Fr,Adem Bona,UCLA,P12,54.3,2.4,5,117.7,16.9,66.9,65.9,11.5,16.2,5.8,20.1,9.2,1.5,5.4,7.8
310,Sr,Flo Thamba,Baylor,B12,54.2,1.1,0.3,103.6,14.3,57.3,61.1,8.9,17.7,5,27.1,2,1.2,4.8,5.1
311,Jr,Sean Moore,Fairleigh Dickinson,NEC,54.1,0.8,-1.2,108.1,16.5,51.4,53.6,9,15.1,7.5,17.1,1.9,3.5,4.5,6.6
312,Sr,Matt Veretto,Vermont,AE,53.9,2.4,5,127.1,17.1,63.7,64.4,3.1,13.8,7.5,4.6,2.8,1.8,3,8.8
313,Sr,Joe Toussaint,West Virginia,B12,53.9,2.4,3.5,106.1,24.8,43.4,50.8,3.6,12.6,23.8,16.8,0.2,2.2,2.8,9.5
314,Jr,Mady Sissoko,Michigan St.,B10,53.5,1.1,1.4,105.7,14.5,60.2,61.8,10,22.7,4.9,25.2,4.1,0.6,6.1,5
315,Sr,Chuck O'Bannon Jr.,TCU,B12,53.4,2,5.4,113.1,17.1,48.3,52.5,7.4,10.5,8.1,9.8,4.8,2.2,3.4,7.5
316,Fr,Chris Livingston,Kentucky,SEC,53.4,1.3,1.6,108.1,15,48.8,52.7,5.3,16.7,5.5,16.2,1.6,1.2,4,6.2
317,Jr,Micah Parrish,San Diego St.,MWC,53.3,1.4,4.1,105.6,18.2,49,53.4,4.7,14.2,6.2,15.3,1.8,2.2,3.4,7.6
318,So,Vladislav Goldin,Florida Atlantic,CUSA,53.3,2.6,4.7,118.1,23.3,63.8,63.6,12.6,22.2,4.1,15.3,6.1,1.1,6.4,10.6
319,Fr,Isaac McKneely,Virginia,ACC,53.1,1,1.5,105.8,15.4,56.1,57.4,1.3,11.9,6.8,12.8,0.8,1.1,2.2,6.6
320,Jr,Patrick Mwamba,Oral Roberts,Sum,52.9,1.1,0.3,107.8,18.2,56.4,57.5,5.7,20.8,4.7,15.7,2.7,2.6,5.5,7.9
321,Sr,Noah Baumann,Grand Canyon,WAC,52.8,2.2,3.4,122.7,15.5,59,62.9,3.3,14.6,5.5,13.2,0.9,1.1,3.5,7.5
322,Sr,Myles Dread,Penn St.,B10,52.7,1.2,1.8,110.9,12.9,56.2,56.7,1.4,9.6,7.1,9,0.6,1.4,2,5.3
323,Jr,K.D. Johnson,Auburn,SEC,52.7,1.4,1.7,97.9,22.3,45.7,50.7,2.5,7.4,11.7,18,0.2,3,1.9,8.8
324,Sr,Michael Forrest,Florida Atlantic,CUSA,52.6,1.5,2.5,106.8,20.9,50.8,53,2.1,10,13.9,14.8,0.5,1.8,2.4,8.9
325,Jr,Joshua Morgan,USC,P12,52.6,1.5,3,106.2,15.3,56.8,57,9.1,14.6,3.9,18,9.9,1.2,5.2,6.7
326,Sr,Nathan Mensah,San Diego St.,MWC,52.5,1.7,5.7,111.7,17,54.4,58,12.5,21.3,5.5,18.3,9.1,2,5.8,6.2
327,Sr,Jamon Battle,UNC Asheville,BSth,52.3,0.4,-0.5,99.3,17.5,54.1,53.6,6.9,11.6,8.7,19,2,2.3,3.6,6.6
328,Jr,Jordan Wood,Howard,MEAC,52.2,0.5,-2.2,95.4,20.7,47.7,48.2,4.2,16.3,6.1,16.7,2.7,1.4,3.7,8.8
329,Jr,Robert Ford III,Montana St.,BSky,52.1,-0.4,-1.2,88.3,16.7,34.5,42.7,5,14.7,14.6,21.3,0.5,2.1,3.3,4.5
330,Jr,Malachi Smith,Gonzaga,WCC,52,3,7.7,132.5,16.5,63.4,65.4,5.3,13.7,10.2,10.6,0.2,2.6,3.6,8.7
331,Jr,Trey Robinson,Northern Kentucky,Horz,52,0.9,-0.1,102.2,20.2,47.9,51.2,6.4,14.6,13.8,18.6,2.1,2.7,3.7,6.9
332,So,VonCameron Davis,Kent St.,MAC,51.9,0.4,-1.7,98.1,17.9,44.5,47.5,7,11.8,3.2,14.5,0.9,2.2,3.5,6.6
333,Fr,Amari Bailey,UCLA,P12,51.8,1.5,3.1,97,23.4,52.1,53.8,3.6,13.4,14.1,23.5,1.6,2.4,3.7,10.6
334,Jr,Matthew Nicholson,Northwestern,B10,51.6,1.8,4.9,112.2,17.6,58.3,56,11.5,19.1,13.2,14.7,7.7,1.8,5.5,6
335,Jr,Garrett Hien,Furman,SC,51.6,1.6,1.9,116.4,17.7,60.1,59.1,5.4,15.1,13.6,13.7,1.8,2,4.1,8
336,Jr,Noah Carter,Missouri,SEC,51.4,2.6,2.9,115.5,21.9,56.7,59.1,7.3,14.8,15.1,14.9,2.2,1.5,4,9.5
337,So,Cole Anderson,UC Santa Barbara,BW,51.4,1.5,1.1,118.2,14,60.5,61.8,0.8,7.2,4.8,9.9,0.5,1.2,1.4,7.4
338,So,Bensley Joseph,Miami FL,ACC,51.1,1.1,1.3,108.6,15.1,54.9,58,1.9,10.4,15.6,23.5,1.8,1.7,2.1,5.4
339,So,RJ Melendez,Illinois,B10,51.1,0.8,1.1,101.5,15.7,43.8,49.2,5.4,12.6,6.6,16.6,2.1,1.8,3.4,5.9
340,Jr,Julius Marble II,Texas A&M,SEC,51,1.9,1.6,106.5,21.9,53.1,54.5,8.4,14.9,4.4,14.1,2.3,1.2,4.2,9.2
341,So,Payton Sandfort,Iowa,B10,50.9,2.7,4.2,116.4,22.2,50.2,54,5.8,17,12.6,8.6,1.1,1.7,4,10
342,Sr,Makhi Mitchell,Arkansas,SEC,50.8,2.7,8.7,126.6,15.9,67,67.6,10.2,21.6,10.6,15.9,7,2.4,5.5,7.1
343,So,Tamar Bates,Indiana,B10,50.8,1.4,0.6,109.1,15.6,52.2,55.2,1.7,6.6,9.5,13.2,0.3,1.2,1.5,6.5
344,So,Dain Dainja,Illinois,B10,50.7,2.3,5,111.6,22.7,63.7,62.2,11.8,18.7,5.6,18.6,5.6,2.2,5.5,9.7
345,Sr,Jerome Hunter,Xavier,BE,50.3,2.2,3.1,117.9,17.9,57.1,59,12.2,12.6,10.6,15.4,2.2,1.1,4.3,7.3
346,Fr,Shy Odom,Howard,MEAC,50.2,2,1.7,109.1,25,54.8,57.9,10.5,13.3,13.5,18.3,2.8,2.2,4.5,10.8
347,Fr,Jaden Bradley,Alabama,SEC,49.4,1.4,1.9,99.6,21.5,42.7,49.8,2.4,10.6,26.7,22.9,0.4,1.4,2.8,7.1
348,Sr,De'Lazarus Keys,Texas A&M Corpus Chr,Slnd,49.3,0.6,-2.3,104.3,17.4,43.9,46.7,12.2,20.2,10.7,15.2,1.9,1.3,5.6,6.2
349,Fr,Zytarious Mortle,Texas Southern,SWAC,48.7,0.2,-1.3,87.8,23,48.9,49.7,3.5,15.9,9.1,21.9,1,3.7,3.7,7.9
350,Fr,Marcus Dockery,Howard,MEAC,48.6,1.9,2.1,120,16.7,61.4,62.9,2.5,9.1,8.5,15,0,1.6,2.4,9.6
351,Sr,Chandler Lawson,Memphis,Amer,48.5,1.1,2.9,110.4,13.2,60,60.8,8.2,17.5,6.4,21.3,3.3,2,4.5,5
352,So,Raekwon Horton,College of Charlesto,CAA,48.5,0.3,-1.2,99.8,15.9,47.3,50.4,5.7,11.8,9.1,22,0.8,1.8,3.3,5.5
353,Sr,Race Thompson,Indiana,B10,48.4,1.7,4,107.2,18.7,50.9,54.1,7.9,16.6,7.8,14.5,4.5,2.5,5,7.9
354,So,Charles Bediako,Alabama,SEC,48.3,2,7.7,120.1,13.9,65.4,61.7,12.9,14.5,5.7,15.9,7.6,1.7,5.6,6
355,Sr,Adam Seiko,San Diego St.,MWC,48,1.8,3.9,121.5,12.5,63.2,65.3,1.4,7.1,6.7,16.3,0.2,1.1,1.5,6.5
356,Fr,Desmond Claude,Xavier,BE,47.9,0.1,-0.5,92.1,15,47.1,48.8,2,11.8,13.6,25,0.6,2.4,2.5,4.7
357,Sr,Pat Robinson III,College of Charlesto,CAA,47.8,2.1,4.3,115.5,24.5,51.5,55.7,6.3,11.6,9.4,10.9,0.5,2.3,3.2,10.6
358,Sr,David Shriver,VCU,A10,47.5,1.2,2.9,112.6,15.1,56.7,58.2,2.1,12.1,5.8,12.5,1.7,1.2,2.3,6.5
359,Jr,Yvan Ouedraogo,Grand Canyon,WAC,47.1,0.3,-1.3,98.6,13.6,48.9,50,9.8,16.2,2.8,19,3,1.6,5.8,5.1
360,Sr,Nate Johnson,Southeast Missouri S,OVC,47.1,1.2,-1.9,119.1,14.7,65.4,64.2,9.7,10.7,6.2,15.7,5.1,0.9,3.6,6.5
361,So,David Joplin,Marquette,BE,46.8,1.7,3.1,104.9,23.8,54.7,57.1,5.4,15.6,7.2,16.5,1.9,2,3.3,9.3
362,Sr,Jimmy Bell Jr.,West Virginia,B12,46.7,1.3,1.3,105.6,16.6,54.9,58.3,15.7,18.8,4.5,24.5,2.5,1.7,5.2,4.9
363,Jr,Josh Baker,Grand Canyon,WAC,46.7,0.5,-1.1,94.9,18.5,48.3,50.6,1.4,10.9,19.1,25.5,1.4,1.5,2.5,6
364,So,Ante Brzovic,College of Charlesto,CAA,46.6,2.1,4.6,110.6,29.2,51.3,54.5,9.5,24.8,10.7,13.7,2.9,2.1,5.9,11.6
365,Fr,Dereck Lively II,Duke,ACC,46.6,2.4,8.9,131.3,13.5,66.1,65.7,12.6,16.6,10.4,14.9,12.7,1.6,5,5.4
366,Sr,Sahvir Wheeler,Kentucky,SEC,46.4,1.8,1,105.3,18.7,46.5,47.3,1,8.5,34,20.8,0.4,1.9,2.3,7.7
367,So,Caleb Furst,Purdue,B10,46.4,2,4.9,121.1,16,54.4,55.5,12.9,17.5,7.7,11.2,2,1.3,4.7,5.6
368,Fr,Conor Enright,Drake,MVC,46.4,0.4,0,101,14.7,50,52,2.2,11.7,15.1,19.7,0.4,2.3,2.2,4.2
369,Sr,Alex Lomax,Memphis,Amer,46.3,1,4.6,99.4,15.8,47.4,51.6,2.5,10.1,19,24.2,0.4,4.8,3.2,6.9
370,So,Great Osobor,Montana St.,BSky,46.3,1.5,2.5,103.7,28.4,60.7,63.4,8.9,20.2,12.2,24.3,5.2,1.9,4.5,10
371,Sr,Osun Osunniyi,Iowa St.,B12,46.2,2.3,7.2,114.3,22.9,59.3,60.9,11.3,16.1,12.8,17.9,8.9,1.3,4,8.5
372,Sr,Zach Freemantle,Xavier,BE,46,3.5,6,111.4,24.7,61.5,62.5,6.5,25.5,19.1,20.5,2.4,1.7,8.1,15.2
373,Sr,Dylan Disu,Texas,B12,45.8,2.2,6.9,115.2,19.6,62.4,64.6,6.9,18.4,10.4,18.8,7.8,1.9,4.2,8.3
374,Sr,Ryan Young,Duke,ACC,45.7,2.7,7.2,129.6,18.4,68,71.3,15.8,20.7,15.1,21.3,2.9,1,5.8,6.6
375,Jr,Mason Gillis,Purdue,B10,45.6,2.3,5.9,122,16.6,59.3,62.3,7.7,14.4,11.6,18.3,0.3,1.5,3.7,6.7
376,So,Joe Charles,Louisiana Lafayette,SB,45.5,0.7,2.4,104.4,15.6,53,52.1,8.4,16.2,5.8,17.1,2.2,3.7,4.1,5.4
377,Sr,Brock Cunningham,Texas,B12,45.2,2.4,7.2,130.5,13.4,59.6,63.3,10.9,10.7,12.2,14.3,1.3,2.7,3.4,4.8
378,Sr,Zep Jasper,Auburn,SEC,45,0,-1.4,98.5,8.9,42.3,44.2,1.8,3.9,4.4,10.2,0.2,1.5,0.9,2.9
379,Sr,Shahada Wells,TCU,B12,45,1.3,5.1,104.2,19.3,50,52.1,1.5,12.9,24.9,18.6,1.1,3.7,2.3,6.2
380,Fr,Dillon Mitchell,Texas,B12,45,1.4,4.5,116.7,12.6,62.6,60.4,9.8,17.1,3.9,14.5,2,1.9,4.2,4.7
381,Sr,Jahvon Quinerly,Alabama,SEC,44.8,1.6,2.8,100,23.8,45.9,49.3,1,7.8,34.5,24,0,1.8,1.9,7.7
382,Jr,Alyn Breed,Providence,BE,44.8,0.4,-1.3,96.8,16,44.9,51,1,13.8,14,24.3,0,2.3,2.4,4.9
383,Sr,Jaedon LeDee,San Diego St.,MWC,44.7,2.4,6.1,115.4,23.9,50.3,57.1,13.6,20.5,11.4,14.4,2.3,1.7,5.1,7.9
384,Jr,Ian Martinez,Maryland,B10,44.7,1.3,2.3,109.9,17,54.6,58.7,4.4,13,6.3,17.9,1.6,1.4,2.5,5.8
385,Jr,Patrick McCaffery,Iowa,B10,44.6,2.2,3.5,109.5,21.4,49.3,53.6,4.5,14.4,8.1,11.6,1.5,2.2,3.6,10
386,Jr,Micah Peavy,TCU,B12,44.5,1,2.3,95.7,20.5,41.9,45.3,6.9,10.1,10.6,14.5,3.8,2.9,3.1,7.3
387,Sr,CJ Fredrick,Kentucky,SEC,44.4,1.7,1,115.2,13.9,46.6,50.2,1.2,2.9,11.8,10.5,0,1.5,0.8,6.4
388,Sr,Nahiem Alleyne,Connecticut,BE,44.4,0.6,-1,100.7,14.5,43.5,46.1,2.2,5.5,7.8,15.1,0.4,1.5,1.2,4.8
389,Sr,Eric Reed Jr.,Mississippi St.,SEC,44.4,0.4,-0.1,99.7,13.9,37.6,39.8,7,5.7,9.1,7.4,0.7,1.7,2,3.8
390,Jr,Joe Munden Jr.,Fairleigh Dickinson,NEC,44.4,1.4,-3.2,106.1,23.9,51.9,55,6.3,21.4,9.5,16,0.6,1.8,4.9,10.4
391,Jr,Brandon Newman,Purdue,B10,44.3,1.1,2.7,102.1,19.6,46.1,50.2,2.5,18.1,11.3,18,2,1.9,3.1,6.1
392,Jr,Jeff Woodward,Colgate,Pat,44.1,1.9,3,116.3,23.8,58.8,59.3,12.2,18.9,20.5,17,5.2,1,4.5,7
393,Sr,Simeon Fryer,Texas A&M Corpus Chr,Slnd,43.8,-0.2,-3.9,102.4,10.4,52.8,56.4,4.2,8.9,7.1,25.5,2.4,1,2.7,4.2
394,So,Nick Kern Jr.,VCU,A10,43.8,1,1.8,110.8,15.1,62.2,62.5,5.5,13,9.6,20.1,1.5,2.3,2.7,5.3
395,Sr,Christian Bishop,Texas,B12,43.7,1.3,3.9,104.2,19.3,52.5,54.7,7.8,15.9,9,17.2,3.9,2.6,3.6,6.3
396,Jr,Giovanni Santiago,Kent St.,MAC,43.7,1.4,1.7,115.1,13.1,53.3,57.6,0.2,7,10.4,14.9,0.9,2.1,1.8,7.5
