RK,YEAR,PLAYER,TEAM,CONF,MIN%,PRPG!,BPM,ORTG,USG,EFG,TS,OR,DR,AST,TO,BLK,STL,REB,PTS
397,Sr,Keeshawn Kellman,Princeton,Ivy,43.7,1.5,-0.7,106.1,24.5,58.8,60.4,11.8,17.4,6.2,21.3,4.2,0.4,4.6,8
398,Sr,Jack Clark,North Carolina St.,ACC,43.5,3,7,124.5,17,52.3,54.6,8.4,20.8,10.3,6.4,1.7,3.8,6.7,9.3
399,So,Jahmai Mashack,Tennessee,SEC,43.5,0.6,5.4,96.6,18.2,45.2,47.7,7.9,7.9,16.1,23.2,2.3,4.9,2.4,4.5
400,So,Jonas Aidoo,Tennessee,SEC,43.5,1.3,5.6,111.9,15.2,51.1,53.1,11,19.6,10,16.6,8.6,1.6,4.8,4.8
401,Sr,Aljaz Kunc,Iowa St.,B12,43.2,2.2,6.1,119.1,14.4,56.8,59.9,4.7,16.8,10,15.1,1.7,2.4,4.2,7.5
402,Fr,Nick Davidson,Nevada,MWC,43.2,1.8,2.4,112,20.7,51.7,58.2,10.5,17.6,5.1,13.9,3.7,1.5,4.1,7.1
403,Jr,Zeb Jackson,VCU,A10,43.1,0.6,0.9,97.1,19.4,43.8,50.9,1.3,8.8,19.6,21.5,0.9,3.1,1.5,5.3
404,Fr,Ty Rodgers,Illinois,B10,42.7,0.6,1.1,103.8,13.1,51.1,49.6,11.3,15.3,9.7,20.6,1.1,1.9,4.1,3.2
405,Sr,Robert Jones,Iowa St.,B12,42.2,0.8,-0.1,92.1,23.4,48.5,47.9,12.4,15.7,10.5,21.5,3.4,2.5,3.8,5.8
406,Fr,Jo'el Emanuel,Fairleigh Dickinson,NEC,41.9,0,-6.5,99.3,14.2,46,49.3,8.9,8.9,10.2,23.3,0.9,1.8,2.5,3.5
407,Sr,Keonte Kennedy,Memphis,Amer,41.7,1.8,3.3,109.7,18,55.8,56.4,5.5,7.3,6.2,13.9,0.6,2.8,2.6,9.2
408,So,JaKobe Coles,TCU,B12,41.4,2.5,8.5,119,23.2,52.5,56.9,9.3,17.3,13.8,9.8,4.1,2.2,3.9,8.6
409,So,Hunter Sallis,Gonzaga,WCC,41.2,1.2,2,114.3,14.1,50.9,55.1,3.9,11.6,11.6,15.6,1.2,2.2,2.2,4.5
410,So,Ben Burnham,College of Charlesto,CAA,41.1,1.8,4.4,120.2,21.5,61.5,62.9,7.1,16.1,6.8,15.4,2.2,1.1,3.6,9
411,So,Cli'Ron Hornbeak,Kent St.,MAC,41,1.6,3,127.5,15.4,73.1,71.1,13.7,20.7,3.2,18.4,6.4,1.6,5,5.6
412,Sr,Alonzo Gaffney,Arizona St.,P12,40.9,-0.4,-1.2,84.6,13.3,39.7,42.4,4.9,13.8,6.1,20.8,3.6,1.5,2.9,3.1
413,So,Giancarlo Rosado,Florida Atlantic,CUSA,40.9,1.6,3.9,119.8,17.9,60.7,63.9,9.1,14.5,13.1,19.8,2.8,1.3,3.6,5.6
414,Sr,Sardaar Calhoun,Drake,MVC,40.9,0.8,1.7,100,20.8,51.9,54.1,3.4,9.5,3.2,14.7,1.5,1.6,2.1,7.2
415,Sr,Jordan Gilliam,Texas Southern,SWAC,40.8,-1.6,-6.1,74.2,11.1,26.7,32.1,1.2,11.5,11.8,18,0.8,1.1,2.3,2.6
416,Fr,Chase Ross,Marquette,BE,40.5,1.1,2.9,111.1,14.5,53.5,56.7,3,9.9,8,13.5,1,3.9,1.8,4.8
417,Sr,Patrick Emilien,Maryland,B10,40.3,1.1,2.8,118.4,9.4,55.1,61.6,7.9,12.3,2.6,18.5,4.4,1.3,2.9,2.8
418,Sr,Malik Hall,Michigan St.,B10,40.2,2.1,2.6,106.1,20.4,50,55.3,6.7,12.5,9.3,16.7,1.6,0.8,4.2,9.2
419,Sr,Jalen Dalcourt,Louisiana Lafayette,SB,39.8,0.9,0.2,106.9,18.2,49.7,51.9,3.6,6.8,8.7,14,1.3,1.8,1.4,5.8
420,Sr,Dale Bonner,Baylor,B12,39.8,1.5,5.6,111,15.9,50,56.1,1.6,6,25.9,24.6,0.7,4.5,1.2,4.7
421,Sr,Jacob Grandison,Duke,ACC,39.5,1.2,3.3,116,14.8,51.1,53.7,3.1,11.7,15.1,14.6,0.4,1.6,2.1,4.4
422,So,Eddie Lampkin Jr.,TCU,B12,39.5,1.4,2,104.5,17.7,54.7,55.3,14.6,16.4,9.8,22.5,2.4,1.6,5.9,6.3
423,Jr,Brandon Weatherspoon,Florida Atlantic,CUSA,39.3,1.5,3.7,121.5,15.7,53.8,55.2,6,8.2,8.2,7.3,0,1.8,2,5.2
424,Sr,Tydus Verhoeven,Northwestern,B10,39.2,0.9,1.2,115.8,10.2,55.7,57.1,8.6,11.2,8.4,17.8,5.5,1.9,2.7,2.5
425,Fr,Ben Vander Wal,Furman,SC,39,1.2,-0.1,121.7,14.4,58.3,61,10.3,12.2,3.4,13.1,1.8,1.3,3.2,5.1
426,Sr,Chris Payton,Kent St.,MAC,38.8,2.1,5.2,135.6,16.5,77.1,75.2,10.2,23,3.9,14.7,7.5,1.2,4.8,6.6
427,Sr,Heru Bligen,Fairleigh Dickinson,NEC,38.7,1.4,-2.3,115.7,18.5,55.3,57.5,11.5,8.9,5.5,13.1,1,2.1,3.6,7.9
428,Jr,Kadin Shedrick,Virginia,ACC,38.7,2.1,7.1,127.1,16.4,66.1,70.2,8,17.8,7.6,15.7,10.1,3.1,3.5,5.9
429,Sr,Josiah-Jordan James,Tennessee,SEC,38.5,2.3,6.1,108.4,21.2,47.7,50.9,4.2,17.7,14,12.9,0.5,2.7,4.7,10.2
430,Fr,Langston Love,Baylor,B12,38.5,1.9,3.3,114.6,18.6,51.7,54.9,6.3,9.6,9.1,12.1,0.9,1.4,2.2,6.6
431,Fr,Kolby Granger,Texas Southern,SWAC,38.5,0.5,-1.4,100.9,16.8,51.4,54.1,8.1,9.9,10.4,21.3,0.9,1.7,2.7,5
432,Jr,Andersson Garcia,Texas A&M,SEC,38.4,1.2,3.4,116.9,13,54,60.2,14.6,15.9,8.9,22.7,1.8,2,4.3,3.3
433,So,Babacar Faye,College of Charlesto,CAA,38.3,0.6,0.3,105,17.4,52.1,57.9,9.5,23.8,6,24.1,4.5,1.4,4.7,4.8
434,Fr,Dariq Whitehead,Duke,ACC,38.3,1.3,2.4,103.4,20.9,50.8,53.5,2.8,10.5,10.2,19,0.8,2.3,2.3,8.1
435,So,Bryce Harris,Howard,MEAC,38.2,1.2,1.7,114.6,18.8,59.5,60.3,11.9,11.7,6.1,16.9,4.4,1.5,3.5,7.1
436,So,Kehlin Farooq,Texas Southern,SWAC,38.2,0,-2.5,93.5,16.5,50,52.3,6.6,16.7,12.9,26.5,2.8,1.5,3.9,4.9
437,Fr,Kylan Boswell,Arizona,P12,38.2,1.2,4.6,111.2,15,56,57.8,1.2,9.6,17.5,19.7,0,2.7,1.6,4.6
438,Jr,Josh Earley,Southeast Missouri S,OVC,38.1,0.8,-3.2,104.2,20,58.1,57.9,8.1,24.2,0.9,15.3,1.3,0.4,5,7.6
439,Sr,Andre Gordon,Texas A&M,SEC,38.1,-0.3,-0.2,90.5,11.2,41,42.8,1.8,9.9,14.8,25.5,0,1.7,1.6,2.3
440,So,Kobe Clark,Southeast Missouri S,OVC,37.8,-0.3,0.1,92,16,41.6,43.6,7.7,22.9,15.7,21.2,4.3,2.6,8.7,6.6
441,Fr,Malik Reneau,Indiana,B10,37.8,1.2,0,101.2,23.6,56.1,58.5,9.4,19.5,9.7,23.6,1.8,1.9,3.9,6.4
442,Sr,Aguek Arop,San Diego St.,MWC,37.7,1.4,7.1,116.4,15.3,61.1,62.3,9.2,12.8,10.3,19.5,4.8,2.5,2.9,4.5
443,Jr,David N'Guessan,Kansas St.,B12,37.7,1.8,5,117.8,14.6,72.8,67.7,9.7,12.8,8.4,19,3,1.5,3.8,6.4
444,Jr,Xavier Cork,TCU,B12,37.5,1.2,1.3,113.5,14.6,57.8,58.8,8.7,10.8,5.3,14.8,3.2,1.7,2.6,4.5
445,So,Augustas Marciulionis,Saint Mary's,WCC,37.5,1.3,2.3,106.3,22.5,46.4,52.3,1.8,8.2,20,16.8,0.9,2.3,1.2,5.7
446,Fr,Rylan Griffen,Alabama,SEC,37.3,1.2,5.2,106.2,18.8,48.8,52,5,11,8.7,15.2,0.7,2.1,2.6,6.1
447,Fr,Jace Whiting,Boise St.,MWC,37,0.2,-0.1,97.4,14,50,50.6,2.1,11.1,15.9,23.2,0.5,1.1,1.8,3.2
448,Sr,Trent Stephney,UNC Asheville,BSth,36.9,-0.4,-2.2,87.5,16.5,52.5,51.2,0.8,8.6,15.2,27.1,0,4,1.4,3.7
449,Sr,David Jenkins Jr.,Purdue,B10,36,0.5,-0.5,99.8,15.4,50,51.8,1.3,9,9.7,21.6,0,0.8,1.3,4
450,Fr,TJ Hurley,Vermont,AE,36,0.7,-2.3,107.8,15.8,50,57.5,1.1,12.7,5.4,12.4,0.2,0.9,1.7,5.2
451,Fr,Sencire Harris,Illinois,B10,35.9,0.4,2.1,97.8,15.5,48.7,47,4.7,11.3,10.6,16,2.4,3.4,2.1,3.7
452,Jr,Sam Thomson,Colgate,Pat,35.5,0.4,-4.2,105.9,14.4,50,52,5.5,15,3.4,9.6,1.2,0.6,2.7,4.3
453,Fr,Kobe Knox,Grand Canyon,WAC,35.5,1.1,2.7,112.1,16.1,58.3,59.8,4.6,6.7,10.7,18.9,4.7,1.6,1.7,5.4
454,Sr,Joey Calcaterra,Connecticut,BE,35.2,1.6,5.8,118.3,18.3,57.3,59.6,3.8,10.4,16.2,19.3,0.5,2.3,1.8,5.8
455,Sr,Francisco Farabello,Creighton,BE,35,-0.4,-1.2,85.4,13.1,42.1,42.4,0.8,7.6,9.8,18,0,1.7,1.2,2.9
456,Fr,Kebba Njie,Penn St.,B10,35,0.6,-2.1,98.2,17.5,51.1,52.9,9.7,20,6.2,22,3.8,0.7,3.6,3.4
457,Sr,Trevin Dorius,Utah St.,MWC,34.8,1.5,2.6,110.1,22.1,56.6,58.5,16.6,17.9,4,17.7,7.3,1.8,4,5.9
458,Jr,Quincy Ademokoya,Kennesaw St.,ASun,34.8,0.3,-1.4,104.9,13.4,61.8,62,1.6,11,4.2,20.7,0.3,0.7,1.5,4.5
459,Jr,Sebastien Lamaute,Fairleigh Dickinson,NEC,34.7,-0.3,-5.6,94.2,14.7,43.6,44.5,5.5,17.5,8.9,18.4,0.3,2.1,3.2,3.7
460,Fr,Xaivian Lee,Princeton,Ivy,34.3,0.7,-0.6,102.4,20.6,46,52.3,1.3,11.1,12.8,15.8,0.3,2.3,1.9,5.2
461,Sr,Jayden Hardaway,Memphis,Amer,34.2,1,0.9,108.5,14.4,50.4,53.5,2.1,4.6,5.7,11.4,1,1.4,1,5.3
462,So,Pierre Brooks,Michigan St.,B10,34.1,0.2,-0.9,94.2,15.6,43.6,44.4,4.7,9.2,4.7,10.1,0,0.7,1.7,3.6
463,Sr,Kobe Dickson,Howard,MEAC,33.8,0.4,-4.5,97.4,19.6,58.7,60.5,9.8,7,15.9,32.7,1.6,0.3,2.1,4.9
464,Fr,Emanuel Sharp,Houston,Amer,33.8,1.1,0.1,107.1,19.4,49,53.6,4.5,11.4,5.7,18,0.6,1.2,2.2,5.7
465,Jr,Chris Moore,Auburn,SEC,33.3,1.1,3,113.1,13.6,56.8,60.3,9.1,7.3,7.6,20.9,2.3,1.9,2.1,3.7
466,Fr,Austin Nunez,Arizona St.,P12,33.2,0.2,-1.6,92.2,16,50.9,54.1,1.9,5.7,10.1,26.1,0.2,2.4,1.1,4.5
467,Fr,Terrance Arceneaux,Houston,Amer,33.2,0.5,2.8,99,17.2,43.8,44.6,7.4,12.6,7.2,15,1.5,2.9,2.6,4
468,Fr,Donovan Clingan,Connecticut,BE,33,1.9,9.5,115.7,25.2,64.9,62.9,21.2,29.4,6.8,18.6,14.3,1.9,5.8,7.1
469,So,Seth Wilson,West Virginia,B12,32.9,1.4,4.2,120.1,14,51.1,51.7,3.6,4.9,7.8,3.8,0,1.6,0.9,4.2
470,Fr,Johnathan Lawson,Memphis,Amer,32.9,0.3,0.6,101,12.2,59.3,60.3,1.9,8.3,11.8,29,1.8,1.2,1.5,3.5
471,So,Jamiya Neal,Arizona St.,P12,32.9,0.5,1.4,94.3,18.1,45.9,48.4,2.3,16.9,18.5,20.5,1.3,2.2,2.8,4.5
472,Sr,Ajare Sanni,UC Santa Barbara,BW,32.7,0.5,-2,94.1,21.6,46.7,49.6,1.6,12.3,10.1,16.2,0,1.9,2,6.5
473,Sr,Noah Gurley,Alabama,SEC,32.7,0.9,4.9,106,16,55.5,57.6,6.2,14.2,6.7,21.9,2.4,1.2,3.2,5
474,Jr,Alex Caldwell,UNC Asheville,BSth,32.7,0.6,-2.7,101.6,19.8,50.4,53.9,2.1,5.5,12.7,17.2,0.5,1.6,1,5.6
475,Sr,Lukas Milner,Boise St.,MWC,32.6,0.6,0.3,104.4,14.9,58.2,57.4,10.5,13.7,5.7,22.9,5.6,1,2.8,3.1
476,Fr,Cruz Davis,Iona,MAAC,32.6,0.6,-1.5,98.4,19.1,46.7,50.6,2.1,6.1,9,17.2,1.9,2.1,1.4,6.7
477,So,Blake Peters,Princeton,Ivy,32.5,1.1,2.2,117.5,16.4,55.4,57.2,2,12,4.2,7,0.6,1.2,1.8,5.4
478,Sr,Clifton Moore,Providence,BE,32.3,1.2,3.7,114.8,18,52.1,55.5,12,17.7,4.9,13.8,9.5,1.7,3.4,4.7
479,Jr,Hassan Diarra,Connecticut,BE,32.2,-0.1,1.2,85.8,16.8,36.1,39.4,3.3,8.7,22,29.6,1.7,3.6,1.5,2.5
480,So,Zee Hamoda,Utah St.,MWC,32.2,-0.2,-4,81.4,19.4,43.3,45.8,5.1,14.9,8,26.7,1.9,0.8,2.4,4.3
481,Sr,DeShang Weaver,Oral Roberts,Sum,32.1,1.7,4.6,135.1,16.7,65.6,65.6,7.2,8.8,1.4,2.6,5.6,1.5,2.1,6.4
482,Jr,Dylan Cardwell,Auburn,SEC,32.1,1.7,8,128.2,14.4,75,69.7,14.9,17,16.1,19.6,10.8,1.3,3.9,3.8
483,Sr,Walter Ellis,Grand Canyon,WAC,31.9,1.3,1.3,129,11,67.9,71.3,1.2,14.6,8.3,18.6,0.2,1.3,2.3,4.9
484,Jr,Ismael Massoud,Kansas St.,B12,31.9,1.4,2.6,114.1,16.3,50.8,54.6,6.8,7.4,5.9,10.1,1.3,0.7,1.8,5.3
485,Sr,Reggie Chaney,Houston,Amer,31.5,0.8,4.4,113.6,12.7,64.1,60.2,11.4,11.5,4.7,20.4,3.9,3.3,2.7,2.9
486,Sr,Will McNair Jr.,Mississippi St.,SEC,31.3,0.2,0.5,93.2,16.7,48,49.4,8,21.4,6.4,21.9,5.1,1.6,3.2,3.3
487,Sr,Alex Peterson,Kennesaw St.,ASun,31.2,0.5,-1.5,103.3,17.4,57.6,57.3,6.1,18.7,10.5,20.3,1.5,1.5,2.8,4.5
488,So,Alex Williams,Furman,SC,31.2,1.5,0.9,120.7,19.9,56.8,58.5,10.4,13.4,8.1,10.4,0.8,1.2,2.9,6.3
489,So,Harlond Beverly,Miami FL,ACC,31.1,0.6,0.9,104.4,16.9,53.4,57.6,0.9,10.3,15.1,24.2,0.5,2.8,1.2,3.7
490,Sr,Uros Plavsic,Tennessee,SEC,31,1.2,4.3,109,19.3,65.7,60,12.7,16.7,11.8,19.2,3.2,1.9,3.4,4.9
491,Sr,Damaria Franklin,Memphis,Amer,31,0.1,-1.2,88.5,17.5,45.2,46.4,4.3,15.6,7.1,20.8,1.4,2.7,3.2,5.2
492,Jr,Joseph Yesufu,Kansas,B12,30.9,0.1,-1.5,86.5,17.6,43.2,44.5,0.6,9.7,5.4,13.8,0,2,1.2,4
493,Jr,Chandler Baker,Colgate,Pat,30.7,0.4,-3.1,100.7,19.2,54.3,55.6,1.3,10.1,4.2,13.7,0.5,1.3,1.1,5.1
494,Sr,Tre Gomillion,Missouri,SEC,30.5,1.2,0.6,110.3,17.1,52.2,54.8,6.8,12.3,16.2,18.2,0.9,3,2.7,4.8
495,So,Jaylen Blakes,Duke,ACC,30.5,0.6,2.1,103.7,16,43.5,47.5,2.6,10.2,16.9,16.5,1.3,2.6,1.6,3.6
496,Jr,Caleb Lohner,Baylor,B12,30.4,0.5,0.6,98,15.7,53.6,55.7,10.7,23.8,4.7,27.8,0.3,2.7,3.5,3
497,Fr,Arterio Morris,Texas,B12,30,0.9,3.7,103,20.3,51,53.7,4,10.4,7.9,14.9,1.9,3,1.5,5
498,Fr,Adam Larson,Southeast Missouri S,OVC,29.9,0.6,-0.1,115.3,13.7,58.2,59.1,1.4,13.1,1.9,6.9,3,0.5,1.7,5
499,Fr,Ryan Dunn,Virginia,ACC,29.9,0.2,2.5,101.8,12.4,56.8,56.2,6.1,22.4,4,18.7,10.7,2,2.9,2.6
500,Sr,Tre King,Iowa St.,B12,29.8,1.4,2.5,106.8,17.8,51.9,55.2,10,20.1,2.1,17,1.6,3.2,4.1,5.9
501,Jr,Greg Gantt,North Carolina St.,ACC,29.2,0.2,0.8,106.1,8.3,45.2,47.4,8.7,20.5,3.1,19.8,2.7,2.8,4.5,2
502,Sr,RJ Eytle-Rock,Utah St.,MWC,29.1,0.1,-0.9,93.1,14.4,46.4,52.2,1.3,8.6,11.8,26.1,1.1,1.2,1.1,3.1
503,Fr,Trey Kaufman-Renn,Purdue,B10,28.9,1.2,2.4,108.3,22.7,52.2,55.2,8.9,10.7,13.6,18.3,1.4,2.1,1.9,4.6
504,Sr,Makhel Mitchell,Arkansas,SEC,28.8,1,5.5,110.7,14.1,63.5,60.9,8.3,21,4.8,17.9,12.2,1.6,3.6,4
505,So,Ernest Ross,North Carolina St.,ACC,28.8,0.6,-0.1,105.7,17.1,52.3,54.2,8.5,15.9,3.9,16.8,7.5,2.1,2.5,3.6
506,So,Ben Gregg,Gonzaga,WCC,28.6,1.9,7.4,128.7,20.8,60.8,63.6,13.6,15.9,9,13.1,5.4,2.4,3.1,5.5
507,Fr,Jaxon Kohler,Michigan St.,B10,28.5,0.4,-0.5,95.9,18.3,50,49.1,11.8,19.3,5.6,18.8,5.1,0.9,3.1,3.2
508,So,Sam Lecholat,Montana St.,BSky,28.3,0.5,0.4,109.1,16.3,52.5,57.1,8.1,14.8,8.5,17.1,1.9,1.1,2.2,3.4
509,Fr,Josh Ojianwuna,Baylor,B12,28,1.6,3.4,122.6,16.2,61.6,64,14.6,17.3,3.8,17.2,3.2,1.6,3.5,4.4
510,Fr,Nick Smith Jr.,Arkansas,SEC,27.9,2.7,0.9,98.4,28,45.3,48.8,1.3,6.5,15.6,13.2,0.6,2,1.8,14
511,Fr,Jayden Pierre,Providence,BE,27.8,0.7,0.7,109.8,15.9,50.7,52.7,2.9,7.9,30.1,24.2,0.9,1.3,1.1,2.6
512,Jr,Rondel Walker,TCU,B12,27.5,-0.6,-0.8,80.8,11.2,33.8,35.2,2.2,11.9,8.6,16.6,2.9,1.7,1.6,1.9
513,Fr,Sean Jones,Marquette,BE,27.5,0.4,-1.9,94.3,19.2,48.5,51,1.3,7,14.5,21.3,0,2.4,0.8,3.8
514,Sr,Kenneth Nwuba,UCLA,P12,26.9,0.1,1,107,6.9,57.7,57.2,7.6,8.8,4.6,28.3,5.4,0.8,1.6,1
515,Sr,Tyler Stevenson,Mississippi St.,SEC,26.8,0.5,-1.1,96.8,20.8,43.4,47.3,7.5,11,6.3,14.7,2.6,1.9,1.8,3.9
516,Fr,Deven Austin,Princeton,Ivy,26.8,1,1.9,112.6,17.2,58.6,62.2,3.2,14.6,7.8,18.5,3.5,2.4,2.5,5.5
517,So,Bobby Pettiford Jr.,Kansas,B12,26.6,0.1,-1.6,90.7,14,58.3,58.9,2.9,8.2,19.1,38,0.3,0.9,1.2,2.2
518,So,Ja'Vier Francis,Houston,Amer,26.3,1.9,10.6,138.2,17.5,71.3,69.5,16.2,22.5,3.3,9.8,15,2.1,3.7,4.5
519,So,Ileri Ayo-Faleye,Vermont,AE,26,0,-2.5,94.6,15.6,51.7,55.6,5.3,13.8,3.2,23.2,4.8,2.7,1.9,3.1
520,Sr,Abayomi Iyiola,Kansas St.,B12,25.8,0.8,1.3,104.8,16.5,54.5,60.3,10.2,19,5.6,24.5,3.7,1.4,3.1,3.8
521,So,Nimari Burnett,Alabama,SEC,25.8,1,1.9,101.9,19.8,48.7,52.6,5.4,7.8,9.5,20.1,0.8,1.2,2,5.7
522,Fr,Solomon Washington,Texas A&M,SEC,25.8,1.1,4.1,117.8,14.3,53.1,58.4,12.9,14.9,5.6,17.7,5.8,2.5,2.9,3.2
523,So,Tyrese Hughey,Furman,SC,25.7,1.1,2,124.9,16.9,64.6,64.7,5.9,18.1,8.9,11.7,2,2.5,2.3,5
524,Fr,Demarion Watson,Iowa St.,B12,25.7,-0.2,1.2,88.9,12.1,41.2,41.6,9.8,18.9,5.2,22.8,7.1,1.7,2.6,1.7
525,Jr,Anthony Walker,Miami FL,ACC,25.6,0.2,-3.8,95.8,16.6,44.4,46.7,4.9,10,5,14.9,1.3,1.4,1.3,2.9
526,Fr,Dylan Andrews,UCLA,P12,25.3,0.7,1.4,104.7,17.8,49.5,50.7,2.7,9.1,16.7,16.5,0.4,1.7,1,3.2
527,Sr,Tykei Greene,Kansas St.,B12,25.2,0.3,-0.3,95.9,15.9,48.1,46.4,10.4,11.5,5.1,14.1,1.4,2.1,2.1,3
528,Jr,Jahari Long,Maryland,B10,25.1,0.5,0.2,103.8,15.8,49.2,51.4,2.6,5.9,21.1,21.2,0,1.7,0.7,2.3
529,So,Jordan Geronimo,Indiana,B10,25.1,1,4,108.8,17.1,58.4,59.3,8.2,14,4.2,17.3,7.6,2.3,2.5,4.3
530,So,Julian Roper II,Northwestern,B10,25,0.4,0.6,100.6,12.5,52.8,52,3.1,17.1,9.7,16.8,1.6,2.1,3.7,4.4
